Symbol	H358.siNeg.1	H358.siNeg.2	H358.siNeg.3	H358.siKRAS.1	H358.siKRAS.2	H358.siKRAS.3	H358.siUHRF1.1	H358.siUHRF1.2	H358.siUHRF1.3	A549.siNeg.1	A549.siNeg.2	A549.siNeg.3	A549.siKRAS.1	A549.siKRAS.2	A549.siKRAS.3	A549.siUHRF1.1	A549.siUHRF1.2	A549.siUHRF1.3
TMEM245	7.539172655	7.511638962	7.489957834	7.254425167	7.280055864	7.281872144	7.428207693	7.372214973	7.425499082	8.393267074	8.418106465	8.389601551	9.825595819	9.704684076	9.79351645	9.182810397	9.21056129	9.168805036
MEGF9	4.592639429	4.623947151	4.566524832	4.959704841	5.006281147	4.938437259	4.888607796	4.740443368	4.878182351	4.014301773	4.342480586	4.034833145	5.48753682	5.525470724	5.327653787	5.055139164	5.201716183	5.10719415
TRIM14	6.135352895	6.307001624	6.181697802	6.876461987	6.91888458	6.996613269	6.983799353	6.927836895	6.917196357	3.465529382	3.628412395	3.586821258	4.062381146	4.384626393	4.186878115	3.9886713	4.256465854	4.073117561
CORO2A	5.86034727	5.953929783	5.82427557	6.075936597	6.095271244	5.952276371	6.082404323	6.051838446	6.186450237	1.384302204	1.420873582	1.585853203	1.741409645	1.612488015	2.064595864	1.588238029	1.367162993	1.445026459
TGFBR1	4.914746393	5.087685301	4.911491154	5.44013189	5.605023711	5.493616381	5.67080033	5.637662208	5.510545783	9.055626913	9.027059383	9.038347539	10.11183851	9.975413594	10.07889275	10.16313259	10.18652824	10.13191655
SEC61B	6.423477056	6.337447348	6.456896144	6.215427337	6.205427007	6.261939413	6.623768858	6.512728401	6.59197352	6.946707033	6.87777506	6.944322663	6.660818837	6.722638677	6.659462298	7.018236578	7.052717597	7.091769719
C5	2.142590096	1.752042075	2.120715138	2.22516781	2.169718927	1.970086588	2.417025521	2.410922733	2.528752671	2.707144165	3.01254238	2.794902642	3.910404634	3.560501894	3.678223985	1.966275914	2.255905735	1.445026459
TLE4	4.623031711	4.620414177	4.569451956	4.737133977	4.843827144	4.708970505	3.883345529	4.111882909	4.249052786	5.601117784	5.575013406	5.597530752	3.456784895	3.242978245	3.321268601	4.185160781	4.07042818	4.052819983
LHX6	4.408616383	4.322908157	4.488257175	3.904282049	3.871688637	3.862145513	4.462159872	4.414575137	4.488745426	1.235614461	1.061903804	0.679585108	0.841980914	1.087782158	0.746641634	0.548589482	0.106501029	0.735083696
PTGR1	5.038288133	5.046154951	5.149169396	5.505089774	5.614563222	5.534564342	4.844680408	4.751477777	4.874064408	7.731838171	7.779526665	7.697678122	6.821637465	6.821087356	6.893911085	7.805380149	7.922432158	7.772874176
SUSD1	3.991785187	3.878373485	4.046547659	3.870167054	3.852467027	3.548512351	4.147172043	3.923095757	4.087722788	3.853509763	3.920993303	3.85457167	3.487804045	3.683372391	3.608818807	3.370387254	3.462003809	3.064594369
AKNA	3.962373469	4.082178009	3.946523121	4.604095445	4.412115803	4.460465864	4.249540727	4.237538767	4.058989165	2.392887419	2.125186121	1.853767636	2.910670413	3.295294592	3.445903124	2.376952874	1.491012033	1.826074655
DNM1	2.100008932	2.26776419	1.95153094	2.694918572	2.627242358	2.497588029	2.368214613	2.35414415	2.003758219	2.668992722	2.870177261	2.966236586	3.472377835	3.683372391	3.535905191	2.696258306	2.801790527	2.892530679
ENG	0.483018193	0.462741481	0.397515534	0.352261978	0.190544087	0.106501029	1.058946184	0.57248669	0.409346624	5.910002447	5.873404434	5.9353789	6.442679835	6.552163983	6.437247073	6.103549487	6.078013672	6.084485073
AK1	1.523309806	1.699432747	1.839596557	1.689764301	1.970167734	1.801383934	2.173627088	1.930958575	2.003758219	2.392887419	2.379940466	2.423482917	2.933382184	2.762785603	2.719893486	2.607661037	2.801790527	2.981126162
CDC37L1	5.481405234	5.516187523	5.530370408	5.91553959	5.893774535	5.955151899	5.566486175	5.574859247	5.598032993	4.467562797	4.330446921	4.363979429	4.308100091	4.368437828	4.386705698	4.245129069	4.184903102	4.330840058
RLN2	1.158593142	1.529010957	1.562414835	1.446877346	1.738515431	1.775588648	1.512637177	1.368306199	1.626848399	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.23490025	0.106501029	0.106501029	0.106501029
PLGRKT	4.782994908	4.702905485	4.690010198	4.279598684	4.36767669	4.293285636	4.6337297	4.596922724	4.661155673	4.905157592	4.826575063	4.831244463	4.209199383	4.432129898	4.271656589	4.772276441	4.741114653	4.700591147
TBC1D13	5.988431548	5.91408369	6.026329506	6.153965101	6.074683924	6.125646514	5.800632563	5.821673438	5.708538272	5.936339553	5.858816432	5.986054583	5.866618037	5.994917293	5.852904587	6.000029275	5.994143749	6.136045479
RIC1	5.791771959	5.871620498	5.735845243	6.042410147	6.07606559	6.069697396	5.878217197	5.958107762	5.944791033	5.734093554	5.659205945	5.641189656	5.86366486	5.613955647	5.778475197	5.934760184	5.916186587	5.994231907
KDM4C	2.444376248	2.590228145	2.447833926	2.842975889	3.193633264	3.157218248	2.524878701	2.4655511	2.226823214	2.64953187	2.712209884	2.739266716	2.887595372	2.633281587	2.924167523	2.340762893	2.702787745	2.588518348
DOCK8	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	2.725848101	2.655461563	2.916938449	3.518170272	3.683372391	3.755189823	2.340762893	2.02950303	2.274722785
KANK1	3.76527897	3.793072783	3.999574016	3.513977124	3.703092449	3.600862774	4.254025623	4.094655621	4.007285735	6.442475875	6.57402126	6.552102188	6.790875973	6.679002439	6.711431956	6.524402428	6.530033539	6.47229802
ELAVL2	1.423237785	1.265081901	1.36091495	2.43974349	2.01695866	2.276326323	1.734264064	1.904839713	1.546328577	2.192309947	2.332461857	2.558196823	4.647263902	4.600983017	4.651186811	3.199040196	3.122225476	3.483899759
NCS1	5.447841308	5.434044238	5.549768354	5.580872656	5.56622209	5.591116066	5.86361754	5.770158193	5.632569897	7.680626106	7.793291484	7.771182903	7.687765769	7.82239663	7.734870503	7.939986132	7.764942072	7.731171626
TESK1	5.149472492	5.128053508	5.212332086	5.144350563	5.05473932	5.066283898	5.22421257	4.946531247	5.109450734	4.905157592	4.877086221	4.954444151	5.241303578	5.119213368	5.110497974	4.851577493	4.696781332	4.940437866
CA9	1.028403576	1.112482065	0.921995439	0.701741652	0.550008507	0.470355862	1.7847317	2.483310355	1.91033484	1.642349255	1.849715371	1.49918565	0.520610139	0.512209452	0.830331473	2.186178213	2.702787745	2.005764418
FUBP3	7.729714048	7.702921466	7.764189676	7.547102404	7.531386389	7.518960784	7.603624389	7.631099411	7.664791459	7.476260316	7.520224802	7.473795252	6.966313846	7.089010939	7.04168431	7.213498929	7.3024336	7.294459104
TYRP1	3.002037784	3.034401961	2.957162361	4.369562877	4.407732986	4.359897712	3.200096054	3.058015353	3.189613012	0.216395805	0.106501029	0.21924574	0.106501029	0.106501029	0.23490025	0.106501029	0.106501029	0.256032355
CREB3	6.366235776	6.389228619	6.4974202	6.419606991	6.54175926	6.500098876	6.453863232	6.425855686	6.41479767	5.253402362	5.40469882	5.33517549	5.34658504	5.3916995	5.408165919	5.36093305	5.289629003	5.317474082
RGP1	7.036665475	6.984585118	6.927485018	7.228211288	7.149648671	7.185989709	7.009225736	6.92945723	6.992254984	6.037128155	6.076179736	6.080495088	5.890028321	5.707013945	5.80198755	6.309508346	6.250046265	6.084485073
MPDZ	4.037631265	4.117695209	3.764371689	4.61884591	4.513496748	4.749287814	4.231460411	4.253150404	4.242678866	5.512330115	5.480165245	5.44648416	5.9385486	5.965622348	6.015935983	5.794634111	5.656634859	5.70983531
DDX58	5.766468773	5.876071654	5.886626913	5.083972545	5.149657193	5.128744591	5.838453932	6.053325397	6.000631059	4.679091416	4.800640443	4.848876011	3.647423387	3.441741167	3.72270591	4.688361587	4.759705388	4.855099174
EDF1	7.838536786	7.722003631	7.857551131	7.829191023	7.810723481	7.841527132	7.899651321	7.891414776	7.837571278	7.87591772	7.887161759	7.924035156	7.939201245	8.040512873	7.895282064	7.68334324	7.599354011	7.73356461
PIP5K1B	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	1.384302204	1.374744602	1.358564192	3.803509876	3.670225599	3.797394351	2.752437924	2.568641472	2.723053184
GLIS3	4.592639429	4.869913068	4.698056911	5.306201536	5.233770336	5.243745614	4.563199067	4.572242195	4.353310833	5.266236832	5.234335411	5.303557159	5.598277303	5.681032675	5.68602296	5.272444	5.24194114	5.220717922
BAG1	5.200749373	5.17697541	5.241988797	5.571804187	5.703069222	5.6185818	5.398403283	5.487362403	5.335918988	6.683998338	6.700957234	6.752746659	7.233238006	7.347254469	7.263019244	6.655407289	6.581449084	6.596689063
RAPGEF1	5.149472492	5.288033146	5.260219357	6.218335923	6.102068912	6.157204711	6.06080819	6.062215061	5.894855012	6.372979218	6.280761028	6.357976898	6.491324021	6.599744879	6.442243462	6.636872129	6.506376661	6.544945674
NPDC1	3.294134225	3.431133234	3.630629427	4.621777991	4.557684297	4.565810279	4.171083693	4.100420938	3.74401643	4.749335786	5.091908113	5.183624982	6.416721442	6.432685599	6.217838863	5.277239137	5.088620983	5.220717922
APBA1	2.708071308	2.714733218	2.745711892	3.100071322	3.152313486	3.234994615	3.423578588	3.366280622	3.241680921	0.413869602	0.215206228	0.421313813	0.395332513	0.254779728	0.352800078	0.106501029	0.106501029	0.256032355
SETX	7.108238069	7.112698602	6.929764723	7.193158877	7.184012975	7.225825185	7.123928325	7.098865969	7.15298521	6.550033655	6.531291869	6.558813642	6.827711831	6.711451695	6.921604126	6.222684151	6.373875545	6.1647018
PTGDS	1.523309806	1.369793133	1.653508035	2.968056058	2.743101164	2.870882654	1.734264064	1.930958575	1.587150163	0.413869602	0.215206228	0.21924574	0.258132838	0.106501029	0.106501029	0.67023785	0.253663081	0.515351152
ABCA2	6.745239577	6.852283565	6.757586491	7.883033379	7.680078387	7.765755304	6.955853524	6.900009066	6.810269133	6.555272042	6.576570692	6.807874927	7.16410793	7.371824849	7.263019244	7.090849705	6.897683762	7.091769719
SHB	4.799721333	4.836805137	4.881184813	4.59517223	4.675390152	4.702140036	4.950707759	4.971912624	4.567359063	3.801557045	3.863696318	3.939309631	3.123142237	3.312320114	3.216291865	3.586697811	3.564249464	3.543304747
UBE2R2	6.483718432	6.353497055	6.464778144	6.52829394	6.458395097	6.500098876	6.399234706	6.468831985	6.378920159	6.985059636	7.072772545	7.059539419	6.869531001	6.816619597	6.868153321	6.707850597	6.785735821	6.867543318
ABHD17B	4.399866574	4.251616824	4.268116742	4.230501882	4.235430767	4.247105126	4.240528892	4.083055407	4.007285735	4.664622593	4.673037503	4.767779743	4.97737988	4.911450724	4.899044588	4.980658457	5.018308109	5.082375689
EXOSC3	5.295783279	5.434044238	5.478368677	5.049546137	5.221336898	5.126195344	5.371825238	5.248647502	5.341894822	4.957532063	4.839369613	4.813394767	3.910404634	4.020303275	4.062604818	4.122591284	4.265166672	4.444269014
ZFAND5	7.477095641	7.477383405	7.454771947	7.478399774	7.511099771	7.467526416	7.426222	7.406359889	7.407804408	7.891015702	7.800942801	7.820048144	7.852484414	7.767126908	7.845864441	7.753845822	7.730799579	7.765097482
DVL1	6.81518611	7.047763682	7.211342014	6.883197733	6.801010147	6.829601352	7.431181119	7.308267059	7.174073378	6.466307918	6.455753406	6.624264927	5.999010566	6.228101446	6.018168417	5.913357841	5.848324046	5.800885952
PDLIM1	6.598099054	6.472909842	6.594732203	7.128659743	7.101613792	7.163788556	6.338238093	6.380375512	6.433107232	6.528887806	6.590512603	6.527679103	5.910205267	5.92745634	5.757248699	5.952855687	5.991524533	6.199739852
CCNJ	3.938404604	4.24245251	4.163520073	3.960951153	3.832985857	4.040603797	4.161566538	4.162363854	4.20383241	4.913339999	4.973093924	4.908942886	4.790984255	4.789084618	4.718629601	5.310366117	5.314991119	5.243284699
GATA3	0.106501029	0.185134293	0.169589835	0.234608314	0.106501029	0.335616203	0.326863692	0.106501029	0.214668663	2.867342648	2.674626764	2.641489228	1.791994499	1.768673868	1.714252138	1.966275914	1.80923316	1.873138453
ATRNL1	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	3.275480284	3.01254238	3.013905676	3.181227084	3.312320114	3.292046517	3.277716489	3.063580752	3.340557587
HPS1	4.187507932	4.077031985	4.197974465	4.58017645	4.627193395	4.519937419	4.005408546	4.047684398	4.080592855	6.13133298	6.070764735	6.108211556	6.475935604	6.546779032	6.590626995	5.946849036	5.813156917	5.791728991
PHYH	2.763691038	2.6329349	2.983736758	3.108457253	3.120528008	2.9305411	2.639008999	2.726388141	2.277588401	5.269427688	5.435922418	5.396406279	5.594719687	5.375590553	5.384134374	4.812471769	4.715948382	4.843329536
RASSF4	1.787594912	1.616736826	1.739189529	2.760240571	2.657090949	2.604018368	1.655089635	1.581179353	1.844512799	2.609804471	2.712209884	2.70094721	3.142764845	3.132285278	3.086148299	2.908934081	2.728182621	2.04739542
DNMBP	5.567920399	5.669359035	5.527362823	4.984974093	5.090727523	5.084782609	5.44621999	5.45622728	5.518482237	6.027737218	5.965764863	6.104546648	6.375850505	6.300279877	6.393204486	6.449909956	6.546187058	6.515582678
RAB11FIP2	4.020609259	3.824119486	3.829307873	3.513977124	3.819850714	3.586098339	3.730814122	3.698247562	3.444130839	5.862194665	5.785783208	5.869963521	5.594719687	5.465852622	5.822570504	5.510962252	5.595854083	5.427983268
ERLIN1	6.162764829	6.077605352	6.105095892	5.556562238	5.595420702	5.572510714	6.125874293	5.964444155	6.041595989	6.979225192	6.955245549	6.905884607	6.751478154	6.700177288	6.829269157	7.266307319	7.278997354	7.255025487
EIF3A	8.559997167	8.53929965	8.496629618	8.485753522	8.462359343	8.44866653	8.444197047	8.528527374	8.483802589	9.540582738	9.503854158	9.558124065	9.5715263	9.608027342	9.656204227	9.66170901	9.641745036	9.607363079
CUBN	1.239285927	1.265081901	1.12663094	2.17813868	2.01695866	2.036756037	0.974501889	0.699469991	1.273688132	1.010036657	0.875714786	1.028026869	1.519216435	1.087782158	1.422231156	0.983587454	1.54916509	1.094099626
TRDMT1	2.955027686	2.727926478	2.569785245	2.41291137	2.642243846	2.574402358	2.075685281	2.373319705	2.419972516	2.884092201	3.042357995	2.900124147	2.425456174	2.633281587	2.581826819	3.334030101	3.063580752	3.064594369
DDX50	5.369339612	5.48155433	5.504603829	5.40311775	5.406259572	5.469684923	5.408496633	5.396559403	5.380145806	5.759278738	5.647128624	5.525354575	5.753111952	5.507103341	5.754573292	5.57077304	5.643347587	5.653660948
MAPK8	4.46842276	4.353023504	4.355500872	4.234338451	4.488811554	4.377153481	3.962207446	4.2004409	4.292898729	5.167074012	5.151261092	5.152016677	4.753186055	4.628432619	4.918297273	5.0439279	5.073839745	5.072327513
SEC23IP	5.376047056	5.417853378	5.527362823	5.592875953	5.552391162	5.526853811	5.434413569	5.351340391	5.302601982	7.009118996	7.02223605	6.97876335	6.980014455	6.935393048	6.975444749	6.928118836	6.921271068	6.925904852
ATE1	5.141621314	5.113047487	5.193482209	4.856446204	4.959136891	4.932613241	5.100172638	4.993760838	5.084718849	5.738705501	5.829190303	5.901986649	5.650614869	5.677751869	5.646162522	6.119658156	6.227963044	6.178819298
NSMCE4A	4.404248112	4.278765578	4.421786763	4.312635748	4.274468294	4.256460244	4.08308092	4.123254534	4.305185224	4.863534617	4.881216732	4.974661471	4.408780488	4.478118991	4.598451592	4.544628328	4.741114653	4.831463091
PLEKHA1	4.541844284	4.517805784	4.47270643	4.598152771	4.64963829	4.519937419	3.962207446	4.293973924	4.129777889	6.746014787	6.733306584	6.742171414	6.038828183	5.899563194	5.935541362	5.919505263	5.975708586	5.866317859
PALD1	0.269074105	0.330604849	0.230034983	0.106501029	0.106501029	0.186983991	0.257083592	0.195380008	0.315288897	3.041689209	3.182839041	3.29685372	3.181227084	3.656957902	3.548316249	2.858631578	2.777669447	2.670734902
UNC5B	0.885289701	0.640699317	0.547560081	0.51250049	0.938214091	0.707101497	0.837776089	0.57248669	0.580850778	1.826926705	2.206443616	2.079635713	2.219119754	2.762785603	2.196611273	2.26554003	2.184314492	2.376227719
VSIR	3.991785187	3.780464579	4.120260126	5.012044959	4.869551709	4.832958787	3.854102161	3.95526603	3.914098035	6.052027653	6.129240415	6.12096591	5.307999205	5.438974445	5.287499622	5.856819478	5.824974798	5.875014814
SPOCK2	0.343969826	0.330604849	0.230034983	0.294634165	0.484926193	0.707101497	0.257083592	0.195380008	0.409346624	2.021154862	1.849715371	2.274882048	1.933905297	1.437317453	1.919272237	1.648695218	1.80923316	1.445026459
MICU1	5.170202453	5.137971504	5.160861121	5.35987023	5.306201392	5.461618733	4.936827013	4.884398139	5.073988289	6.826207775	6.845371856	6.816861592	6.866583787	6.853434875	6.768241325	6.686380635	6.679089447	6.660121473
PPP3CB	4.87741449	4.842881549	4.941173933	4.11038737	4.106149758	4.040603797	4.654233604	4.460127558	4.494121725	6.2984035	6.290111219	6.219134055	6.095308669	6.023629204	5.923681775	5.860019306	5.807211474	5.81300552
CCSER2	4.509672882	4.407336982	4.478946857	4.931624031	4.947106117	5.009320529	4.410866207	4.517273683	4.274270538	5.460225197	5.416131196	5.458018801	5.525402697	5.554380651	5.705547654	5.435754073	5.484770883	5.220717922
BMPR1A	4.141009859	4.008407669	4.067403973	4.376523386	4.354073573	4.389961199	4.311094941	4.167865348	4.280506699	5.237197026	5.231102682	5.194009042	6.004383506	5.716637547	6.053425387	5.946849036	6.060625965	6.031013436
MINPP1	4.974896587	5.191334235	5.202937933	5.468097135	5.438843569	5.403856198	5.235596115	5.193074737	5.296460804	5.956276667	6.026697101	5.91669095	6.966313846	6.768082231	6.807492088	6.483493438	6.577961413	6.62101966
ACTA2	1.457372238	1.672390724	1.305813413	1.597456488	1.203912235	1.390007277	1.627702234	1.442808916	1.546328577	4.489619891	4.634405966	4.706238676	4.993680267	5.064995934	5.080902622	4.057184646	4.166443671	4.011347488
LIPA	5.694953041	5.691415087	5.54233844	5.994576878	6.116911987	6.144664148	5.808276575	5.716735125	5.870257567	6.91445846	6.881903602	6.876100033	7.469128654	7.276361083	7.383935064	6.897302915	6.899081977	6.867543318
TWNK	6.088476154	5.988599898	6.043273041	6.083400458	5.995119382	6.012871333	5.983244971	5.983288048	6.076062227	6.99087058	7.010970643	6.929898711	6.392338081	6.461589092	6.372414601	6.815607013	6.762879246	6.728900005
LZTS2	4.80635798	4.854958129	4.950185578	5.622454412	5.458046474	5.530714227	5.319295066	5.276924586	5.262208938	5.53371825	5.639833401	5.6027362	6.154502112	6.35059413	6.049065098	5.726144295	5.532399553	5.616111467
SFXN3	5.272005987	5.413777112	5.40325057	5.650003147	5.65949482	5.625818538	5.623057297	5.748291504	5.73148078	5.474120505	5.520445761	5.426073934	5.156972583	5.411585991	5.287499622	5.613110194	5.682847816	5.591697249
KAZALD1	2.620402045	2.53124516	2.957162361	2.591031254	2.501260378	2.618601463	2.432935612	2.634011564	2.44239462	3.476615636	3.60861903	3.431665574	5.087794521	4.866050333	4.788301425	4.293266183	4.203129323	3.902129911
FBXW4	4.076585229	3.913441492	3.848714139	3.904282049	4.05661899	3.979775264	3.951201968	4.047684398	3.848451424	5.747885401	5.708854778	5.812715173	5.359221009	5.407630562	5.280077254	4.659269107	4.866483393	4.929346844
